,raw_snr,raw_mag,trans_snr,trans_mag,delta_snr
0,11.1967318362998,71.9043523869913,39.9971926214825,151.756806132587,28.8004607851827
1,5.05088589226808,52.3266993104125,64.8382182409406,406.939741662175,59.7873323486725
2,3.10157460599277,47.2894986560048,41.5719036938204,123.935514561258,38.4703290878276
3,3.77225730000407,49.5536880387558,38.7708720874229,101.507881283924,34.9986147874188
4,33.3363387426537,219.652449865152,43.2711468258989,178.617676829416,9.93480808324519
5,24.1034536878067,133.695541718428,50.8143953032336,222.895621471337,26.7109416154269
6,4.07640987658122,50.4233950594236,41.313380670531,121.455887241972,37.2369707939497
7,38.9409149688652,284.11228727658,45.5008638038779,159.202627700763,6.55994883501271
8,6.28872624441382,55.8795888843531,29.5468742785424,40.7962108071701,23.2581480341286
9,15.2169764841243,86.5084267570231,21.9050204104323,64.2461981571802,6.68804392630797
10,37.0951020692515,263.239090759745,43.1872771426434,150.139242225938,6.09217507339182
11,37.2486032025761,257.394671799725,43.7436478693587,193.116929583671,6.4950446667825
12,34.0148309017676,226.839103871045,39.4470422977878,228.03691744097,5.43221139602013
13,16.4728475347394,94.3032280583365,39.0639480377321,48.1121655135326,22.5911005029927
14,17.378176358587,98.7873821480091,49.0429375448323,78.0089135674622,31.6647611862453
15,11.5495248993096,74.7418708177508,52.6935881207631,188.641325845387,41.1440632214535
16,35.8114892354603,252.953379612626,33.9265289008044,110.828096550257,-1.88496033465594
17,-3.55628740160353,33.6682099682646,50.9034635723584,184.720045698795,54.459750973962
18,37.2686155778391,266.736820356331,59.2512100377857,267.372596276758,21.9825944599465
19,26.2377144847043,147.18613590145,34.2043929044258,52.3699382568512,7.9666784197214
,18.3943642466165,130.737381388257,42.7521278568035,152.942100126322,24.3577636101869
