,prx,time (s),epc96
0,-44,34.007727,e280116060000205403ddcdb
1,-44,34.020002,e280116060000205403ddcdb
1457,-47,34.032318,e280116060000209e445f02a
2,-44,34.045521,e280116060000205403ddcdb
3,-44,34.057442,e280116060000205403ddcdb
4,-44,34.070565,e280116060000205403ddcdb
5,-45,34.084765,e280116060000205403ddcdb
1458,-47,34.097913,e280116060000209e445f02a
1459,-47,34.110831,e280116060000209e445f02a
6,-43,34.123822,e280116060000205403ddcdb
7,-45,34.137414,e280116060000205403ddcdb
8,-44,34.150075,e280116060000205403ddcdb
9,-41,34.162295,e280116060000205403ddcdb
10,-43,34.174728,e280116060000205403ddcdb
11,-43,34.187197,e280116060000205403ddcdb
12,-43,34.199512,e280116060000205403ddcdb
1460,-50,34.211829,e280116060000209e445f02a
1461,-50,34.224481,e280116060000209e445f02a
13,-44,34.237047,e280116060000205403ddcdb
14,-44,34.250778,e280116060000205403ddcdb
15,-44,34.263178,e280116060000205403ddcdb
16,-39,34.276674,e280116060000205403ddcdb
1462,-50,34.288213,e280116060000209e445f02a
17,-43,34.301424,e280116060000205403ddcdb
1463,-50,34.313733,e280116060000209e445f02a
18,-43,34.325849,e280116060000205403ddcdb
19,-43,34.338637,e280116060000205403ddcdb
1464,-50,34.350887,e280116060000209e445f02a
1465,-50,34.363315,e280116060000209e445f02a
1466,-50,34.37562,e280116060000209e445f02a
20,-43,34.394204,e280116060000205403ddcdb
1467,-50,34.406938,e280116060000209e445f02a
1468,-50,34.419244,e280116060000209e445f02a
1469,-50,34.432024,e280116060000209e445f02a
21,-43,34.444063,e280116060000205403ddcdb
22,-43,34.456495,e280116060000205403ddcdb
23,-42,34.47,e280116060000205403ddcdb
24,-43,34.486046,e280116060000205403ddcdb
25,-40,34.500051,e280116060000205403ddcdb
26,-42,34.512285,e280116060000205403ddcdb
27,-42,34.524765,e280116060000205403ddcdb
28,-43,34.537271,e280116060000205403ddcdb
29,-43,34.55051,e280116060000205403ddcdb
30,-43,34.565293,e280116060000205403ddcdb
1470,-50,34.578555,e280116060000209e445f02a
31,-42,34.599015,e280116060000205403ddcdb
1471,-50,34.611136,e280116060000209e445f02a
32,-44,34.623372,e280116060000205403ddcdb
33,-44,34.636381,e280116060000205403ddcdb
34,-43,34.649059,e280116060000205403ddcdb
1472,-50,34.661213,e280116060000209e445f02a
1473,-50,34.673946,e280116060000209e445f02a
35,-44,34.689447,e280116060000205403ddcdb
1474,-50,34.702636,e280116060000209e445f02a
36,-44,34.715408,e280116060000205403ddcdb
37,-44,34.733115,e280116060000205403ddcdb
1475,-50,34.746031,e280116060000209e445f02a
38,-44,34.759419,e280116060000205403ddcdb
1476,-50,34.771749,e280116060000209e445f02a
1477,-50,34.787154,e280116060000209e445f02a
39,-44,34.80121,e280116060000205403ddcdb
1478,-50,34.81437,e280116060000209e445f02a
40,-44,34.828228,e280116060000205403ddcdb
41,-44,34.840763,e280116060000205403ddcdb
42,-44,34.85292,e280116060000205403ddcdb
1479,-50,34.865881,e280116060000209e445f02a
1480,-50,34.878241,e280116060000209e445f02a
43,-43,34.890401,e280116060000205403ddcdb
1481,-50,34.903746,e280116060000209e445f02a
1482,-50,34.917101,e280116060000209e445f02a
1483,-50,34.928786,e280116060000209e445f02a
44,-41,34.941857,e280116060000205403ddcdb
45,-39,34.956432,e280116060000205403ddcdb
46,-38,34.970091,e280116060000205403ddcdb
1484,-51,34.982169,e280116060000209e445f02a
1485,-47,35.004693,e280116060000209e445f02a
47,-31,35.023292,e280116060000205403ddcdb
48,-31,35.036127,e280116060000205403ddcdb
1486,-47,35.049787,e280116060000209e445f02a
1487,-47,35.061897,e280116060000209e445f02a
1488,-47,35.07675,e280116060000209e445f02a
49,-43,35.090159,e280116060000205403ddcdb
1489,-47,35.102736,e280116060000209e445f02a
1490,-47,35.114821,e280116060000209e445f02a
50,-39,35.128414,e280116060000205403ddcdb
51,-41,35.142666,e280116060000205403ddcdb
52,-43,35.158411,e280116060000205403ddcdb
1491,-48,35.172387,e280116060000209e445f02a
1492,-48,35.185297,e280116060000209e445f02a
53,-43,35.197388,e280116060000205403ddcdb
1493,-50,35.218506,e280116060000209e445f02a
54,-42,35.233953,e280116060000205403ddcdb
55,-42,35.246588,e280116060000205403ddcdb
56,-42,35.262166,e280116060000205403ddcdb
57,-42,35.273909,e280116060000205403ddcdb
58,-42,35.28783,e280116060000205403ddcdb
1494,-50,35.303102,e280116060000209e445f02a
1495,-50,35.316897,e280116060000209e445f02a
1496,-50,35.329534,e280116060000209e445f02a
59,-42,35.342865,e280116060000205403ddcdb
1497,-50,35.358503,e280116060000209e445f02a
60,-42,35.370817,e280116060000205403ddcdb
61,-42,35.386226,e280116060000205403ddcdb
1498,-50,35.401587,e280116060000209e445f02a
1499,-50,35.419722,e280116060000209e445f02a
62,-42,35.43248,e280116060000205403ddcdb
1500,-49,35.445119,e280116060000209e445f02a
63,-42,35.45732,e280116060000205403ddcdb
64,-42,35.470506,e280116060000205403ddcdb
1501,-49,35.482123,e280116060000209e445f02a
65,-42,35.494485,e280116060000205403ddcdb
66,-42,35.50818,e280116060000205403ddcdb
67,-42,35.520786,e280116060000205403ddcdb
68,-42,35.533145,e280116060000205403ddcdb
69,-42,35.545923,e280116060000205403ddcdb
70,-42,35.558021,e280116060000205403ddcdb
1502,-49,35.571942,e280116060000209e445f02a
1503,-50,35.58436,e280116060000209e445f02a
71,-42,35.597093,e280116060000205403ddcdb
1504,-47,35.616077,e280116060000209e445f02a
72,-42,35.628995,e280116060000205403ddcdb
73,-42,35.641314,e280116060000205403ddcdb
1505,-47,35.654333,e280116060000209e445f02a
1506,-47,35.666758,e280116060000209e445f02a
1507,-47,35.679456,e280116060000209e445f02a
1508,-47,35.69329,e280116060000209e445f02a
1509,-47,35.708312,e280116060000209e445f02a
1510,-47,35.725852,e280116060000209e445f02a
1511,-47,35.738214,e280116060000209e445f02a
1512,-47,35.750524,e280116060000209e445f02a
1513,-47,35.763144,e280116060000209e445f02a
74,-42,35.776011,e280116060000205403ddcdb
1514,-47,35.788019,e280116060000209e445f02a
75,-42,35.803178,e280116060000205403ddcdb
1515,-49,35.823274,e280116060000209e445f02a
76,-30,35.834956,e280116060000205403ddcdb
77,-43,35.848444,e280116060000205403ddcdb
1516,-48,35.860598,e280116060000209e445f02a
78,-42,35.873268,e280116060000205403ddcdb
1517,-48,35.885919,e280116060000209e445f02a
79,-45,35.898089,e280116060000205403ddcdb
1518,-48,35.910911,e280116060000209e445f02a
80,-44,35.923512,e280116060000205403ddcdb
1519,-48,35.936197,e280116060000209e445f02a
1520,-48,35.948157,e280116060000209e445f02a
1521,-49,35.960759,e280116060000209e445f02a
81,-45,35.972763,e280116060000205403ddcdb
1522,-48,35.985822,e280116060000209e445f02a
1523,-49,35.998242,e280116060000209e445f02a
82,-44,36.01032,e280116060000205403ddcdb
83,-45,36.029125,e280116060000205403ddcdb
84,-45,36.04127,e280116060000205403ddcdb
85,-45,36.058474,e280116060000205403ddcdb
1524,-49,36.071245,e280116060000209e445f02a
86,-45,36.083618,e280116060000205403ddcdb
87,-45,36.096254,e280116060000205403ddcdb
88,-45,36.111918,e280116060000205403ddcdb
1525,-49,36.125475,e280116060000209e445f02a
1526,-49,36.140315,e280116060000209e445f02a
89,-45,36.152565,e280116060000205403ddcdb
1527,-49,36.167294,e280116060000209e445f02a
1528,-49,36.181102,e280116060000209e445f02a
90,-45,36.1933,e280116060000205403ddcdb
1529,-49,36.205662,e280116060000209e445f02a
1530,-49,36.226122,e280116060000209e445f02a
91,-44,36.238187,e280116060000205403ddcdb
92,-44,36.251509,e280116060000205403ddcdb
93,-44,36.263991,e280116060000205403ddcdb
1531,-49,36.27666,e280116060000209e445f02a
1532,-49,36.289316,e280116060000209e445f02a
94,-44,36.302039,e280116060000205403ddcdb
95,-44,36.315481,e280116060000205403ddcdb
96,-44,36.328293,e280116060000205403ddcdb
97,-44,36.343782,e280116060000205403ddcdb
98,-44,36.355673,e280116060000205403ddcdb
99,-44,36.368521,e280116060000205403ddcdb
100,-44,36.380756,e280116060000205403ddcdb
1533,-49,36.393335,e280116060000209e445f02a
1534,-49,36.405279,e280116060000209e445f02a
101,-43,36.417472,e280116060000205403ddcdb
1535,-49,36.431123,e280116060000209e445f02a
102,-44,36.444814,e280116060000205403ddcdb
1536,-49,36.457731,e280116060000209e445f02a
103,-44,36.470561,e280116060000205403ddcdb
104,-44,36.483433,e280116060000205403ddcdb
1537,-49,36.496762,e280116060000209e445f02a
1538,-49,36.511214,e280116060000209e445f02a
105,-45,36.529895,e280116060000205403ddcdb
106,-44,36.543219,e280116060000205403ddcdb
107,-45,36.555736,e280116060000205403ddcdb
1539,-49,36.568324,e280116060000209e445f02a
108,-45,36.58598,e280116060000205403ddcdb
109,-44,36.605247,e280116060000205403ddcdb
110,-44,36.616809,e280116060000205403ddcdb
1540,-47,36.636531,e280116060000209e445f02a
111,-44,36.649957,e280116060000205403ddcdb
112,-44,36.663654,e280116060000205403ddcdb
113,-45,36.676296,e280116060000205403ddcdb
114,-44,36.689973,e280116060000205403ddcdb
115,-44,36.702801,e280116060000205403ddcdb
116,-44,36.715621,e280116060000205403ddcdb
117,-44,36.728456,e280116060000205403ddcdb
1541,-47,36.741633,e280116060000209e445f02a
118,-44,36.753411,e280116060000205403ddcdb
1542,-47,36.771979,e280116060000209e445f02a
1543,-47,36.784061,e280116060000209e445f02a
1544,-47,36.797313,e280116060000209e445f02a
1545,-47,36.809649,e280116060000209e445f02a
119,-44,36.822224,e280116060000205403ddcdb
120,-45,36.84033,e280116060000205403ddcdb
1546,-49,36.855225,e280116060000209e445f02a
1547,-49,36.868436,e280116060000209e445f02a
121,-45,36.881485,e280116060000205403ddcdb
1548,-49,36.900523,e280116060000209e445f02a
122,-44,36.915407,e280116060000205403ddcdb
123,-38,36.932049,e280116060000205403ddcdb
1549,-49,36.945161,e280116060000209e445f02a
1550,-49,36.959013,e280116060000209e445f02a
124,-40,36.971932,e280116060000205403ddcdb
1551,-49,36.985615,e280116060000209e445f02a
1552,-49,37.000255,e280116060000209e445f02a
125,-30,37.013507,e280116060000205403ddcdb
126,-29,37.027503,e280116060000205403ddcdb
1553,-50,37.043622,e280116060000209e445f02a
1554,-50,37.060857,e280116060000209e445f02a
127,-43,37.07817,e280116060000205403ddcdb
1555,-50,37.091836,e280116060000209e445f02a
128,-30,37.105121,e280116060000205403ddcdb
1556,-50,37.12007,e280116060000209e445f02a
129,-41,37.13658,e280116060000205403ddcdb
130,-42,37.148383,e280116060000205403ddcdb
131,-43,37.163126,e280116060000205403ddcdb
132,-43,37.176738,e280116060000205403ddcdb
133,-43,37.189543,e280116060000205403ddcdb
1557,-50,37.201459,e280116060000209e445f02a
134,-43,37.214142,e280116060000205403ddcdb
135,-43,37.226372,e280116060000205403ddcdb
1558,-51,37.245755,e280116060000209e445f02a
136,-42,37.259376,e280116060000205403ddcdb
137,-42,37.276782,e280116060000205403ddcdb
138,-42,37.28858,e280116060000205403ddcdb
1559,-51,37.30779,e280116060000209e445f02a
139,-42,37.320126,e280116060000205403ddcdb
140,-42,37.33269,e280116060000205403ddcdb
141,-42,37.345048,e280116060000205403ddcdb
1560,-51,37.357369,e280116060000209e445f02a
142,-42,37.369958,e280116060000205403ddcdb
1561,-51,37.382046,e280116060000209e445f02a
143,-42,37.394511,e280116060000205403ddcdb
144,-42,37.407306,e280116060000205403ddcdb
145,-42,37.420095,e280116060000205403ddcdb
1562,-51,37.434527,e280116060000209e445f02a
146,-42,37.448142,e280116060000205403ddcdb
147,-42,37.46164,e280116060000205403ddcdb
148,-41,37.473481,e280116060000205403ddcdb
149,-41,37.48811,e280116060000205403ddcdb
1563,-50,37.500987,e280116060000209e445f02a
150,-42,37.519575,e280116060000205403ddcdb
151,-41,37.532922,e280116060000205403ddcdb
1564,-50,37.546253,e280116060000209e445f02a
1565,-50,37.56166,e280116060000209e445f02a
1566,-51,37.574271,e280116060000209e445f02a
152,-42,37.586186,e280116060000205403ddcdb
153,-42,37.598095,e280116060000205403ddcdb
154,-42,37.610928,e280116060000205403ddcdb
1567,-51,37.624228,e280116060000209e445f02a
1568,-51,37.636128,e280116060000209e445f02a
155,-43,37.650677,e280116060000205403ddcdb
1569,-49,37.663727,e280116060000209e445f02a
1570,-49,37.678711,e280116060000209e445f02a
1571,-49,37.691545,e280116060000209e445f02a
1572,-49,37.70454,e280116060000209e445f02a
1573,-49,37.717836,e280116060000209e445f02a
156,-38,37.730043,e280116060000205403ddcdb
1574,-49,37.744085,e280116060000209e445f02a
157,-42,37.756501,e280116060000205403ddcdb
1575,-49,37.771921,e280116060000209e445f02a
158,-40,37.787312,e280116060000205403ddcdb
159,-31,37.800019,e280116060000205403ddcdb
1576,-48,37.813625,e280116060000209e445f02a
160,-44,37.827575,e280116060000205403ddcdb
1577,-48,37.840272,e280116060000209e445f02a
161,-45,37.853594,e280116060000205403ddcdb
162,-45,37.8657,e280116060000205403ddcdb
1578,-49,37.878206,e280116060000209e445f02a
163,-44,37.891017,e280116060000205403ddcdb
164,-44,37.903447,e280116060000205403ddcdb
165,-44,37.916047,e280116060000205403ddcdb
1579,-48,37.928471,e280116060000209e445f02a
166,-44,37.941136,e280116060000205403ddcdb
167,-45,37.952588,e280116060000205403ddcdb
168,-45,37.96684,e280116060000205403ddcdb
169,-44,37.978758,e280116060000205403ddcdb
170,-45,37.992474,e280116060000205403ddcdb
1580,-48,38.005094,e280116060000209e445f02a
171,-45,38.018199,e280116060000205403ddcdb
172,-44,38.030781,e280116060000205403ddcdb
1581,-48,38.043979,e280116060000209e445f02a
173,-43,38.061823,e280116060000205403ddcdb
174,-43,38.07692,e280116060000205403ddcdb
175,-43,38.089724,e280116060000205403ddcdb
1582,-50,38.101805,e280116060000209e445f02a
176,-44,38.114189,e280116060000205403ddcdb
177,-44,38.126572,e280116060000205403ddcdb
1583,-50,38.139446,e280116060000209e445f02a
1584,-50,38.153234,e280116060000209e445f02a
178,-44,38.164853,e280116060000205403ddcdb
1585,-50,38.178159,e280116060000209e445f02a
1586,-50,38.190664,e280116060000209e445f02a
179,-44,38.203174,e280116060000205403ddcdb
1587,-50,38.215583,e280116060000209e445f02a
180,-44,38.227814,e280116060000205403ddcdb
1588,-50,38.240608,e280116060000209e445f02a
181,-44,38.260016,e280116060000205403ddcdb
182,-44,38.274454,e280116060000205403ddcdb
1589,-49,38.287731,e280116060000209e445f02a
183,-44,38.30012,e280116060000205403ddcdb
1590,-49,38.31221,e280116060000209e445f02a
1591,-49,38.324412,e280116060000209e445f02a
184,-44,38.337533,e280116060000205403ddcdb
1592,-49,38.349145,e280116060000209e445f02a
185,-44,38.361485,e280116060000205403ddcdb
1593,-49,38.373747,e280116060000209e445f02a
1594,-49,38.386474,e280116060000209e445f02a
1595,-49,38.398903,e280116060000209e445f02a
186,-44,38.411632,e280116060000205403ddcdb
187,-44,38.423936,e280116060000205403ddcdb
188,-44,38.435937,e280116060000205403ddcdb
1596,-49,38.448368,e280116060000209e445f02a
189,-43,38.468315,e280116060000205403ddcdb
190,-43,38.481858,e280116060000205403ddcdb
191,-43,38.493825,e280116060000205403ddcdb
1597,-50,38.506944,e280116060000209e445f02a
192,-43,38.519928,e280116060000205403ddcdb
193,-43,38.533237,e280116060000205403ddcdb
194,-43,38.545282,e280116060000205403ddcdb
1598,-50,38.557799,e280116060000209e445f02a
195,-43,38.570012,e280116060000205403ddcdb
196,-42,38.58222,e280116060000205403ddcdb
1599,-50,38.594006,e280116060000209e445f02a
1600,-50,38.606484,e280116060000209e445f02a
1601,-50,38.61914,e280116060000209e445f02a
1602,-50,38.634574,e280116060000209e445f02a
197,-43,38.646159,e280116060000205403ddcdb
198,-45,38.664373,e280116060000205403ddcdb
199,-45,38.677651,e280116060000205403ddcdb
200,-45,38.689574,e280116060000205403ddcdb
201,-45,38.702461,e280116060000205403ddcdb
1603,-49,38.71524,e280116060000209e445f02a
202,-45,38.727663,e280116060000205403ddcdb
203,-45,38.740177,e280116060000205403ddcdb
204,-45,38.753105,e280116060000205403ddcdb
1604,-49,38.766524,e280116060000209e445f02a
205,-45,38.779044,e280116060000205403ddcdb
206,-45,38.79113,e280116060000205403ddcdb
207,-45,38.803558,e280116060000205403ddcdb
1605,-49,38.816068,e280116060000209e445f02a
1606,-48,38.828099,e280116060000209e445f02a
