,distance,time (s)
0,23.728659281947355,38.008215
1,23.728659281947355,38.046926
2,23.7076389800773,38.060763
3,23.686618678207243,38.091197
4,23.665598376337186,38.103304
5,24.18944101634007,38.117248
6,24.713283656342952,38.131287
7,25.23712629634584,38.144556
8,25.76096893634872,38.157379
9,25.79007130523777,38.173268
10,25.81917367412682,38.185294
11,25.84827604301587,38.197321
12,25.877378411904917,38.23447
13,25.906480780793967,38.348577
14,25.935583149683016,38.361884
15,25.964685518572065,38.406089
16,25.993787887461114,38.418532
17,26.022890256350163,38.445522
18,26.05199262523921,38.496949
19,26.08109499412826,38.509156
20,26.11019736301731,38.521369
21,26.13929973190636,38.534904
22,26.168402100795408,38.548002
23,26.197504469684457,38.560098
24,26.226606838573506,38.57246
25,26.255709207462555,38.597454
26,26.284811576351604,38.647599
27,26.154563442746095,38.660104
28,26.111147398210925,38.684746
29,26.067731353675757,38.73642
30,26.024315309140587,38.773556
31,26.049678656518857,38.787193
32,26.07504200389713,38.800799
33,26.100405351275402,38.83935
34,26.125768698653673,38.851552
35,25.819162330080843,38.876281
36,25.51255596150801,38.888772
37,25.20594959293518,38.901397
38,24.899343224362347,38.912988
39,24.592736855789518,38.925713
40,24.624188263787588,38.964095
41,24.655639671785657,38.9838
42,24.687091079783727,38.997526
43,24.51158519862118,39.010054
44,24.336079317458633,39.023032
45,24.160573436296087,39.048059
46,23.98506755513354,39.075788
47,24.08082322204789,39.088497
48,24.17657888896224,39.100416
49,24.27233455587659,39.112507
50,24.36809022279094,39.137774
51,24.46384588970529,39.164476
52,25.254792994595697,39.198663
53,26.0457400994861,39.238183
54,26.04166689153148,39.263594
55,26.037593683576866,39.293255
56,26.033520475622247,39.306156
57,25.8804380169283,39.345603
58,25.72735555823435,39.392177
59,25.261634999236396,39.407906
60,24.795914440238437,39.432176
61,24.330193881240483,39.448507
62,24.486252716601356,39.460616
63,24.642311551962226,39.523178
64,25.184292975882457,39.547103
65,25.726274399802687,39.574079
66,25.767965278565782,39.620048
67,25.809656157328877,39.632128
68,25.851347036091973,39.644909
69,25.893037914855064,39.657521
70,25.93472879361816,39.681866
71,25.976419672381255,39.695019
72,26.01811055114435,39.707882
73,26.059801429907445,39.720018
74,26.10149230867054,39.733014
75,26.143183187433632,39.74556
76,26.184874066196727,39.758156
77,26.226564944959822,39.785831
78,26.268255823722917,39.805252
79,26.39683577008978,39.822035
80,26.26347028044893,39.85027
81,26.130104790808083,39.864135
82,25.996739301167235,39.906102
83,25.718304086405936,39.920625
84,25.439868871644634,39.946006
85,25.161433656883336,39.97197
86,24.838397333111452,39.990505
87,24.51536100933957,40.023435
88,24.192324685567687,40.061685
89,24.090067975277655,40.074194
90,23.98781126498762,40.086597
91,23.97076847993928,40.099861
92,23.95372569489094,40.138446
93,23.936682909842602,40.152409
94,23.919640124794267,40.18165
95,23.902597339745927,40.213371
96,23.88555455469759,40.263216
97,23.803861426650823,40.27552
98,23.750288137947816,40.300877
99,23.69671484924481,40.339931
100,23.643141560541803,40.36563
101,24.194456714392853,40.379702
102,24.745771868243903,40.424902
103,24.50503812403274,40.436913
104,24.264304379821578,40.452822
105,24.02357063561042,40.477337
106,23.782836891399256,40.490285
107,23.542103147188094,40.51533
108,23.629210883948232,40.52792
109,23.716318620708368,40.592446
110,23.450008048838914,40.605214
111,23.183697476969463,40.619888
112,22.91738690510001,40.644071
113,22.651076333230556,40.669549
114,22.448917396443505,40.682433
115,22.246758459656455,40.694827
116,22.044599522869404,40.70712
117,21.842440586082354,40.719493
118,21.640281649295304,40.743736
119,21.716316790741196,40.75756
120,21.79235193218709,40.770683
121,21.86838707363298,40.783098
122,21.876835422682525,40.805201
123,21.88528377173207,40.846047
124,21.89373212078161,40.858876
125,21.902180469831155,40.914345
126,21.9106288188807,40.938378
127,21.919077167930244,40.951279
128,21.927525516979784,40.963817
129,21.93597386602933,40.980427
130,21.944422215078873,41.024858
131,21.594691730284122,41.038372
132,21.24496124548937,41.050743
133,20.895230760694623,41.063626
134,20.545500275899872,41.075909
135,20.19576979110512,41.088151
136,19.84603930631037,41.112054
137,19.944402805301273,41.125007
138,20.042766304292172,41.137281
139,20.141129803283075,41.162004
140,20.239493302273978,41.174687
141,20.511951296662932,41.192061
142,20.78440929105189,41.204578
143,20.920638288246366,41.218012
144,21.056867285440845,41.279442
145,21.265914425418472,41.307032
146,21.474961565396104,41.339825
147,21.322742255280744,41.410809
148,21.17052294516538,41.458663
149,21.452071462440415,41.472362
150,21.733619979715453,41.48549
151,22.015168496990487,41.510293
152,22.296717014265525,41.565989
153,22.57826553154056,41.608532
154,22.859814048815597,41.622066
155,23.14136256609063,41.635037
156,23.42291108336567,41.661092
157,23.704459600640703,41.711879
158,23.684086906897544,41.737846
159,23.663714213154385,41.750394
160,23.653527866282808,41.763284
161,23.643341519411226,41.776409
162,23.591770394644477,41.803047
163,23.54019926987773,41.839471
164,23.43705702034423,41.853871
165,23.189561302949443,41.880843
166,22.942065585554655,41.895453
167,22.694569868159867,41.907791
168,22.44707415076508,41.920562
169,22.245677090498205,41.944919
170,22.20539767844483,41.985044
171,22.165118266391456,41.996845
172,22.12483885433808,42.044448
173,22.084559442284707,42.069407
174,22.04428003023133,42.081673
175,22.06078460886058,42.120688
176,22.069036898175206,42.133124
177,22.07728918748983,42.16984
178,21.668919045278038,42.182977
179,21.26054890306625,42.194759
180,20.85217876085446,42.284493
181,21.062860893434905,42.309617
182,20.77290092243187,42.322104
183,20.482940951428834,42.379
184,21.751939619056095,42.390501
185,21.849554901181268,42.43721
186,21.947170183306444,42.449461
187,22.044785465431616,42.461701
188,22.142400747556792,42.473699
189,22.240016029681964,42.487207
190,22.337631311807137,42.50035
191,22.435246593932312,42.528949
192,22.532861876057485,42.542643
