,prx,time (s),epc96
0,-46,38.008215,e280116060000205403ddcdb
1645,-49,38.020532,e280116060000209e445f02a
1646,-49,38.032521,e280116060000209e445f02a
1,-46,38.046926,e280116060000205403ddcdb
2,-46,38.060763,e280116060000205403ddcdb
1647,-49,38.078928,e280116060000209e445f02a
3,-46,38.091197,e280116060000205403ddcdb
4,-46,38.103304,e280116060000205403ddcdb
5,-46,38.117248,e280116060000205403ddcdb
6,-46,38.131287,e280116060000205403ddcdb
7,-46,38.144556,e280116060000205403ddcdb
8,-46,38.157379,e280116060000205403ddcdb
9,-44,38.173268,e280116060000205403ddcdb
10,-44,38.185294,e280116060000205403ddcdb
11,-44,38.197321,e280116060000205403ddcdb
1648,-48,38.209552,e280116060000209e445f02a
1649,-48,38.221322,e280116060000209e445f02a
12,-44,38.23447,e280116060000205403ddcdb
1650,-48,38.246684,e280116060000209e445f02a
1651,-48,38.259082,e280116060000209e445f02a
1652,-48,38.270569,e280116060000209e445f02a
1653,-48,38.283405,e280116060000209e445f02a
1654,-48,38.29683,e280116060000209e445f02a
1655,-48,38.310539,e280116060000209e445f02a
1656,-48,38.323235,e280116060000209e445f02a
1657,-48,38.335955,e280116060000209e445f02a
13,-44,38.348577,e280116060000205403ddcdb
14,-44,38.361884,e280116060000205403ddcdb
1658,-49,38.380006,e280116060000209e445f02a
1659,-49,38.391941,e280116060000209e445f02a
15,-44,38.406089,e280116060000205403ddcdb
16,-44,38.418532,e280116060000205403ddcdb
1660,-48,38.432598,e280116060000209e445f02a
17,-44,38.445522,e280116060000205403ddcdb
1661,-48,38.457812,e280116060000209e445f02a
1662,-48,38.469929,e280116060000209e445f02a
1663,-49,38.482635,e280116060000209e445f02a
18,-44,38.496949,e280116060000205403ddcdb
19,-44,38.509156,e280116060000205403ddcdb
20,-44,38.521369,e280116060000205403ddcdb
21,-44,38.534904,e280116060000205403ddcdb
22,-44,38.548002,e280116060000205403ddcdb
23,-44,38.560098,e280116060000205403ddcdb
24,-44,38.57246,e280116060000205403ddcdb
1664,-48,38.584876,e280116060000209e445f02a
25,-44,38.597454,e280116060000205403ddcdb
1665,-48,38.609852,e280116060000209e445f02a
1666,-48,38.622187,e280116060000209e445f02a
1667,-48,38.63408,e280116060000209e445f02a
26,-45,38.647599,e280116060000205403ddcdb
27,-45,38.660104,e280116060000205403ddcdb
1668,-48,38.672412,e280116060000209e445f02a
28,-44,38.684746,e280116060000205403ddcdb
1669,-48,38.698598,e280116060000209e445f02a
1670,-48,38.710857,e280116060000209e445f02a
1671,-48,38.723977,e280116060000209e445f02a
29,-44,38.73642,e280116060000205403ddcdb
1672,-48,38.7493,e280116060000209e445f02a
1673,-48,38.761877,e280116060000209e445f02a
30,-45,38.773556,e280116060000205403ddcdb
31,-45,38.787193,e280116060000205403ddcdb
32,-45,38.800799,e280116060000205403ddcdb
1674,-48,38.813629,e280116060000209e445f02a
1675,-48,38.825709,e280116060000209e445f02a
33,-45,38.83935,e280116060000205403ddcdb
34,-45,38.851552,e280116060000205403ddcdb
1676,-48,38.863654,e280116060000209e445f02a
35,-45,38.876281,e280116060000205403ddcdb
36,-45,38.888772,e280116060000205403ddcdb
37,-45,38.901397,e280116060000205403ddcdb
38,-45,38.912988,e280116060000205403ddcdb
39,-45,38.925713,e280116060000205403ddcdb
1677,-47,38.938537,e280116060000209e445f02a
1678,-48,38.951156,e280116060000209e445f02a
40,-45,38.964095,e280116060000205403ddcdb
41,-45,38.9838,e280116060000205403ddcdb
42,-45,38.997526,e280116060000205403ddcdb
43,-45,39.010054,e280116060000205403ddcdb
44,-45,39.023032,e280116060000205403ddcdb
1679,-49,39.035931,e280116060000209e445f02a
45,-45,39.048059,e280116060000205403ddcdb
1680,-48,39.060285,e280116060000209e445f02a
46,-45,39.075788,e280116060000205403ddcdb
47,-45,39.088497,e280116060000205403ddcdb
48,-45,39.100416,e280116060000205403ddcdb
49,-45,39.112507,e280116060000205403ddcdb
1681,-49,39.125434,e280116060000209e445f02a
50,-45,39.137774,e280116060000205403ddcdb
1682,-48,39.150271,e280116060000209e445f02a
51,-45,39.164476,e280116060000205403ddcdb
1683,-48,39.176923,e280116060000209e445f02a
52,-45,39.198663,e280116060000205403ddcdb
