,prx,time (s),epc96
1681,-52,37.001746,e280116060000209e445f02a
0,-44,37.015444,e280116060000205403ddcdb
1,-44,37.027552,e280116060000205403ddcdb
1682,-52,37.039674,e280116060000209e445f02a
2,-43,37.052466,e280116060000205403ddcdb
1683,-52,37.065144,e280116060000209e445f02a
3,-44,37.078097,e280116060000205403ddcdb
1684,-51,37.091111,e280116060000209e445f02a
4,-44,37.109596,e280116060000205403ddcdb
1685,-51,37.121642,e280116060000209e445f02a
5,-45,37.136757,e280116060000205403ddcdb
6,-45,37.148866,e280116060000205403ddcdb
7,-45,37.163277,e280116060000205403ddcdb
8,-45,37.176214,e280116060000205403ddcdb
1686,-51,37.190062,e280116060000209e445f02a
1687,-51,37.202213,e280116060000209e445f02a
9,-45,37.214335,e280116060000205403ddcdb
10,-45,37.226857,e280116060000205403ddcdb
1688,-51,37.241297,e280116060000209e445f02a
1689,-50,37.252893,e280116060000209e445f02a
1690,-50,37.270369,e280116060000209e445f02a
11,-44,37.282536,e280116060000205403ddcdb
12,-42,37.303062,e280116060000205403ddcdb
13,-43,37.315551,e280116060000205403ddcdb
14,-44,37.327868,e280116060000205403ddcdb
15,-44,37.342618,e280116060000205403ddcdb
1691,-50,37.355616,e280116060000209e445f02a
1692,-49,37.368148,e280116060000209e445f02a
16,-44,37.380315,e280116060000205403ddcdb
17,-43,37.392969,e280116060000205403ddcdb
1693,-50,37.405438,e280116060000209e445f02a
18,-44,37.417868,e280116060000205403ddcdb
19,-44,37.430128,e280116060000205403ddcdb
1694,-50,37.443321,e280116060000209e445f02a
1695,-50,37.455927,e280116060000209e445f02a
20,-43,37.469502,e280116060000205403ddcdb
1696,-50,37.483429,e280116060000209e445f02a
1697,-49,37.507846,e280116060000209e445f02a
1698,-49,37.519456,e280116060000209e445f02a
21,-45,37.5321,e280116060000205403ddcdb
22,-45,37.544426,e280116060000205403ddcdb
1699,-49,37.557795,e280116060000209e445f02a
1700,-49,37.571934,e280116060000209e445f02a
23,-45,37.584502,e280116060000205403ddcdb
1701,-49,37.60124,e280116060000209e445f02a
24,-45,37.614247,e280116060000205403ddcdb
25,-45,37.627095,e280116060000205403ddcdb
26,-45,37.643742,e280116060000205403ddcdb
27,-45,37.656664,e280116060000205403ddcdb
28,-45,37.669244,e280116060000205403ddcdb
1702,-49,37.682082,e280116060000209e445f02a
1703,-49,37.696042,e280116060000209e445f02a
29,-44,37.7158,e280116060000205403ddcdb
30,-44,37.728316,e280116060000205403ddcdb
31,-44,37.742066,e280116060000205403ddcdb
1704,-50,37.754149,e280116060000209e445f02a
32,-44,37.770664,e280116060000205403ddcdb
33,-44,37.782592,e280116060000205403ddcdb
1705,-50,37.797132,e280116060000209e445f02a
34,-44,37.810445,e280116060000205403ddcdb
1706,-50,37.822719,e280116060000209e445f02a
35,-44,37.835174,e280116060000205403ddcdb
