id,absolute_timestamp,relative_timestamp,interrogator_timestamp,freeform,rssi,epc96,doppler,phase,antenna,rospecid,channelindex,tagseencount,accessspecid,inventoryparameterspecid,lastseentimestamp
2,2020-02-21 21:29:15,12413,946697307466634,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 0, ""phase"": 3636, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307466634}",-41,e280116060000205403ddcdb,0,3636,1,1,2,1,0,1,946697307466634
3,2020-02-21 21:29:15,25136,946697307479357,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": -78, ""phase"": 3640, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307479357}",-41,e280116060000205403ddcdb,-78,3640,1,1,2,1,0,1,946697307479357
4,2020-02-21 21:29:15,43129,946697307497350,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 0, ""phase"": 3628, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307497350}",-41,e280116060000205403ddcdb,0,3628,1,1,2,1,0,1,946697307497350
5,2020-02-21 21:29:15,59698,946697307513919,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 39, ""phase"": 3636, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307513919}",-41,e280116060000205403ddcdb,39,3636,1,1,2,1,0,1,946697307513919
6,2020-02-21 21:29:15,77292,946697307531513,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 117, ""phase"": 3632, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307531513}",-41,e280116060000205403ddcdb,117,3632,1,1,2,1,0,1,946697307531513
7,2020-02-21 21:29:15,92028,946697307546249,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": -39, ""phase"": 3636, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307546249}",-41,e280116060000205403ddcdb,-39,3636,1,1,2,1,0,1,946697307546249
8,2020-02-21 21:29:15,107910,946697307562131,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 234, ""phase"": 3624, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307562131}",-41,e280116060000205403ddcdb,234,3624,1,1,2,1,0,1,946697307562131
9,2020-02-21 21:29:15,125731,946697307579952,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 39, ""phase"": 3636, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307579952}",-41,e280116060000205403ddcdb,39,3636,1,1,2,1,0,1,946697307579952
10,2020-02-21 21:29:15,141042,946697307595263,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 117, ""phase"": 3636, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307595263}",-41,e280116060000205403ddcdb,117,3636,1,1,2,1,0,1,946697307595263
11,2020-02-21 21:29:15,159288,946697307613509,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 39, ""phase"": 3648, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307613509}",-41,e280116060000205403ddcdb,39,3648,1,1,2,1,0,1,946697307613509
12,2020-02-21 21:29:15,173964,946697307628185,"{""rssi"": -41, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 0, ""phase"": 3644, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 2, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307628185}",-41,e280116060000205403ddcdb,0,3644,1,1,2,1,0,1,946697307628185
13,2020-02-21 21:29:15,189066,946697307643287,"{""rssi"": -42, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 273, ""phase"": 1844, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 3, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307643287}",-42,e280116060000205403ddcdb,273,1844,1,1,3,1,0,1,946697307643287
14,2020-02-21 21:29:15,203868,946697307658089,"{""rssi"": -42, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 117, ""phase"": 1860, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 3, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307658089}",-42,e280116060000205403ddcdb,117,1860,1,1,3,1,0,1,946697307658089
15,2020-02-21 21:29:15,217541,946697307671762,"{""rssi"": -42, ""epc96"": ""e280116060000205403ddcdb"", ""doppler"": 39, ""phase"": 1864, ""antenna"": 1, ""rospecid"": 1, ""channelindex"": 3, ""tagseencount"": 1, ""accessspecid"": 0, ""inventoryparameterspecid"": 1, ""lastseentimestamp"": 946697307671762}",-42,e280116060000205403ddcdb,39,1864,1,1,3,1,0,1,946697307671762
