,raw_snr,raw_mag,trans_snr,trans_mag,delta_snr
0,48.039675743729276,311.73107738594416,78.77155993748791,531.5922781176864,30.73188419375861
1,47.25733352856737,263.5805120583012,60.164244593160475,243.61649459974686,12.90691106459311
2,41.55130151209988,231.9838384288176,78.13789216086738,513.203966541249,36.58659064876751
3,49.36731476424053,316.09315908457853,61.62409926033243,270.5409410060893,12.256784496091907
4,44.3508177711954,249.08228072153113,75.70155849245351,451.3995674671127,31.350740721258106
5,45.2874626210633,259.87792385857466,68.0377288225432,293.784658972766,22.750266201479892
6,44.474270042646076,247.099642583816,55.36900807094521,183.70326454581902,10.894738028299153
7,46.98267893746418,281.09085692447275,51.34612182965859,148.29864686666016,4.363442892194398
8,47.73254645669788,293.64745388651994,53.411181684611655,169.01421829543355,5.678635227913772
9,47.69020025511692,284.6672565041372,67.76602903383133,227.19644043293462,20.07582877871441
10,45.67850378656368,254.07176069296656,63.6066466141807,220.8680867689924,17.928142827617016
11,46.28586514696144,263.3353986206533,64.0812642722617,280.64764740002363,17.795399125300282
12,45.93641564026949,249.17347068013518,64.61310039813915,318.6606574314117,18.676684757869662
13,45.92416573765977,284.7736731476499,63.609325615335635,211.792085660014,17.68515987767586
14,47.91514968231644,290.847875727034,66.07989095986089,293.1150974326397,18.16474127754444
15,46.16257937201273,251.72456935353145,69.83021117712414,357.45961692880053,23.66763180511141
16,47.27710830683876,285.702743840131,62.67223625980587,242.6218465692871,15.395127952967107
17,46.6902478090405,271.4576822466429,53.90273791104935,153.09072057619008,7.212490102008842
18,46.93132918124032,291.2769725895567,77.30985209427327,523.4577627573955,30.378522913032953
19,45.21785794810711,254.54257065557078,58.54501282915034,182.36244210731144,13.327154881043228
