,raw_snr,raw_mag,trans_snr,trans_mag,delta_snr
0,9.311041147155505,46.73339279769309,59.87902907160957,147.57849259958925,50.56798792445406
1,10.579306475931821,58.02294922759079,47.403042298513405,129.64148461913416,36.823735822581604
2,5.019848508236565,47.22366056271567,52.04173076139987,141.18039681406088,47.0218822531633
3,10.331960910736322,61.29465867499673,48.848146952096,115.59229945475565,38.516186041359674
4,10.320622028561065,61.54456533802272,54.63706204860117,146.05588558051986,44.316440020040105
5,5.9119541134786395,48.21290579293103,60.434781056243715,205.1506039549289,54.522826942765064
6,6.735078946908209,49.88875213205658,60.34363757611922,188.70445001869163,53.608558629211
7,-8.251681167870466,23.32863627823605,59.765392638106356,210.38983197218656,68.01707380597682
8,-10.740302127913923,20.168928777009288,56.873149737037394,204.93784184259133,67.61345186495133
9,3.4891876652790668,40.867899733345325,58.23755915639156,194.9266466971491,54.748371491112486
10,7.735976571607625,50.60029601692121,69.32756198228589,286.0875977508625,61.591585410678256
11,13.718598462367062,65.76752043463743,69.00651233698832,305.65599766501174,55.287913874621246
12,5.423495389113697,41.95703597629264,66.47002378086339,215.02327834110747,61.04652839174969
13,8.12540296104706,48.32863713193378,61.0182368555862,145.07850449515868,52.89283389453914
14,15.845779660993461,70.57323399526871,56.27468691393915,128.96024523435042,40.428907252945685
15,11.11471226980253,57.78633956426758,58.96595361620514,185.68377639791734,47.851241346402595
16,9.600588408629307,52.586384220956134,64.06019593412306,234.02024923437145,54.459607525493745
17,0.7823486723188887,33.26450901881131,54.34726628240104,148.60956828039303,53.56491761008215
18,10.597628108091769,53.15935385589344,66.25379205420582,214.3888563574313,55.65616394611404
19,2.5554956853625903,34.17571145688703,54.15293735953846,119.03707443197881,51.59744167417587
